bench,model,bench_item,loc
HumanEval,DSCoder,HumanEval_89_encrypt,12
HumanEval,StarCoderFP16,HumanEval_111_histogram,12
HumanEval,StarCoderFP16,HumanEval_144_simplify,12
HumanEval,StarCoderFP16,HumanEval_155_even_odd_count,12
HumanEval,StarCoderFP16,HumanEval_33_sort_third,12
HumanEval,StarCoderFP16,HumanEval_39_prime_fib,12
HumanEval,StarCoderFP16,HumanEval_43_pairs_sum_to_zero,12
HumanEval,StarCoderFP16,HumanEval_47_median,12
HumanEval,StarCoderFP16,HumanEval_80_is_happy,12
HumanEval,StarCoderFP16,HumanEval_86_anti_shuffle,12
HumanEval,StarCoderFP16,HumanEval_88_sort_array,12
HumanEval,StarCoderFP16,HumanEval_99_closest_integer,12
HumanEval,StarCoderQ2,HumanEval_146_specialFilter,12
HumanEval,StarCoderQ2,HumanEval_20_find_closest_elements,12
HumanEval,StarCoderQ2,HumanEval_43_pairs_sum_to_zero,12
HumanEval,StarCoderQ8,HumanEval_103_rounded_avg,12
HumanEval,StarCoderQ8,HumanEval_112_reverse_delete,12
HumanEval,StarCoderQ8,HumanEval_128_prod_signs,12
HumanEval,StarCoderQ8,HumanEval_131_digits,12
HumanEval,StarCoderQ8,HumanEval_142_sum_squares,12
HumanEval,StarCoderQ8,HumanEval_161_solve,12
HumanEval,StarCoderQ8,HumanEval_16_count_distinct_characters,12
HumanEval,StarCoderQ8,HumanEval_27_flip_case,12
HumanEval,StarCoderQ8,HumanEval_34_unique,12
HumanEval,StarCoderQ8,HumanEval_69_search,12
HumanEval,StarCoderQ8,HumanEval_82_prime_length,12
HumanEval,StarCoderQ8,HumanEval_92_any_int,12
HumanEval,StarCoder,HumanEval_103_rounded_avg,12
HumanEval,StarCoder,HumanEval_114_minSubArraySum,12
HumanEval,StarCoder,HumanEval_128_prod_signs,12
HumanEval,StarCoder,HumanEval_131_digits,12
HumanEval,StarCoder,HumanEval_142_sum_squares,12
HumanEval,StarCoder,HumanEval_161_solve,12
HumanEval,StarCoder,HumanEval_16_count_distinct_characters,12
HumanEval,StarCoder,HumanEval_27_flip_case,12
HumanEval,StarCoder,HumanEval_34_unique,12
HumanEval,StarCoder,HumanEval_69_search,12
HumanEval,StarCoder,HumanEval_82_prime_length,12
HumanEval,CodeGemmaFP16,HumanEval_126_is_sorted,11
HumanEval,CodeGemmaFP16,HumanEval_134_check_if_last_char_is_a_letter,11
HumanEval,CodeGemmaFP16,HumanEval_13_greatest_common_divisor,11
HumanEval,CodeGemmaFP16,HumanEval_16_count_distinct_characters,11
HumanEval,CodeGemmaFP16,HumanEval_26_remove_duplicates,11
HumanEval,CodeGemmaFP16,HumanEval_39_prime_fib,11
HumanEval,CodeGemmaFP16,HumanEval_57_monotonic,11
HumanEval,CodeGemmaFP16,HumanEval_59_largest_prime_factor,11
HumanEval,CodeGemmaFP16,HumanEval_5_intersperse,11
HumanEval,CodeGemmaFP16,HumanEval_63_fibfib,11
HumanEval,CodeGemmaFP16,HumanEval_76_is_simple_power,11
HumanEval,CodeGemmaFP16,HumanEval_78_hex_key,11
HumanEval,CodeGemmaFP16,HumanEval_91_is_bored,11
HumanEval,CodeGemmaQ8,HumanEval_114_minSubArraySum,11
HumanEval,CodeGemmaQ8,HumanEval_11_string_xor,11
HumanEval,CodeGemmaQ8,HumanEval_130_tri,11
HumanEval,CodeGemmaQ8,HumanEval_131_digits,11
HumanEval,CodeGemmaQ8,HumanEval_134_check_if_last_char_is_a_letter,11
HumanEval,CodeGemmaQ8,HumanEval_152_compare,11
HumanEval,CodeGemmaQ8,HumanEval_31_is_prime,11
HumanEval,CodeGemmaQ8,HumanEval_34_unique,11
HumanEval,CodeGemmaQ8,HumanEval_41_car_race_collision,11
HumanEval,CodeGemmaQ8,HumanEval_49_modp,11
HumanEval,CodeGemmaQ8,HumanEval_59_largest_prime_factor,11
HumanEval,CodeGemmaQ8,HumanEval_63_fibfib,11
HumanEval,CodeGemmaQ8,HumanEval_80_is_happy,11
HumanEval,CodeGemmaQ8,HumanEval_9_rolling_max,11
HumanEval,CodeGemma,HumanEval_102_choose_num,11
HumanEval,CodeGemma,HumanEval_106_f,11
HumanEval,CodeGemma,HumanEval_114_minSubArraySum,11
HumanEval,CodeGemma,HumanEval_11_string_xor,11
HumanEval,CodeGemma,HumanEval_129_minPath,11
HumanEval,CodeGemma,HumanEval_131_digits,11
HumanEval,CodeGemma,HumanEval_13_greatest_common_divisor,11
HumanEval,CodeGemma,HumanEval_152_compare,11
HumanEval,CodeGemma,HumanEval_34_unique,11
HumanEval,CodeGemma,HumanEval_36_fizz_buzz,11
HumanEval,CodeGemma,HumanEval_43_pairs_sum_to_zero,11
HumanEval,CodeGemma,HumanEval_51_remove_vowels,11
HumanEval,CodeGemma,HumanEval_59_largest_prime_factor,11
HumanEval,CodeGemma,HumanEval_63_fibfib,11
HumanEval,CodeGemma,HumanEval_80_is_happy,11
HumanEval,CodeLlamaQ2,HumanEval_106_f,11
HumanEval,CodeLlamaQ2,HumanEval_11_string_xor,11
HumanEval,CodeLlamaQ2,HumanEval_129_minPath,11
HumanEval,CodeLlamaQ2,HumanEval_12_longest,11
HumanEval,CodeLlamaQ2,HumanEval_131_digits,11
HumanEval,CodeLlamaQ2,HumanEval_142_sum_squares,11
HumanEval,CodeLlamaQ2,HumanEval_152_compare,11
HumanEval,CodeLlamaQ2,HumanEval_158_find_max,11
HumanEval,CodeLlamaQ2,HumanEval_15_string_sequence,11
HumanEval,CodeLlamaQ2,HumanEval_26_remove_duplicates,11
HumanEval,CodeLlamaQ2,HumanEval_31_is_prime,11
HumanEval,CodeLlamaQ2,HumanEval_36_fizz_buzz,11
HumanEval,CodeLlamaQ2,HumanEval_63_fibfib,11
HumanEval,CodeLlamaQ2,HumanEval_80_is_happy,11
HumanEval,CodeLlamaQ2,HumanEval_82_prime_length,11
HumanEval,CodeLlamaQ2,HumanEval_83_starts_one_ends,11
HumanEval,CodeLlamaQ2,HumanEval_94_skjkasdkd,11
HumanEval,CodeLlamaQ2,HumanEval_98_count_upper,11
HumanEval,CodeLlamaQ2,HumanEval_9_rolling_max,11
HumanEval,CodeLlamaQ8,HumanEval_103_rounded_avg,11
HumanEval,CodeLlamaQ8,HumanEval_106_f,11
HumanEval,CodeLlamaQ8,HumanEval_10_make_palindrome,11
HumanEval,CodeLlamaQ8,HumanEval_112_reverse_delete,11
HumanEval,CodeLlamaQ8,HumanEval_131_digits,11
HumanEval,CodeLlamaQ8,HumanEval_135_can_arrange,11
HumanEval,CodeLlamaQ8,HumanEval_142_sum_squares,11
HumanEval,CodeLlamaQ8,HumanEval_152_compare,11
HumanEval,CodeLlamaQ8,HumanEval_26_remove_duplicates,11
HumanEval,CodeLlamaQ8,HumanEval_31_is_prime,11
HumanEval,CodeLlamaQ8,HumanEval_36_fizz_buzz,11
HumanEval,CodeLlamaQ8,HumanEval_41_car_race_collision,11
HumanEval,CodeLlamaQ8,HumanEval_51_remove_vowels,11
HumanEval,CodeLlamaQ8,HumanEval_59_largest_prime_factor,11
HumanEval,CodeLlamaQ8,HumanEval_6_parse_nested_parens,11
HumanEval,CodeLlamaQ8,HumanEval_98_count_upper,11
HumanEval,CodeLlama,HumanEval_103_rounded_avg,11
HumanEval,CodeLlama,HumanEval_10_make_palindrome,11
HumanEval,CodeLlama,HumanEval_131_digits,11
HumanEval,CodeLlama,HumanEval_142_sum_squares,11
HumanEval,CodeLlama,HumanEval_152_compare,11
HumanEval,CodeLlama,HumanEval_26_remove_duplicates,11
HumanEval,CodeLlama,HumanEval_31_is_prime,11
HumanEval,CodeLlama,HumanEval_36_fizz_buzz,11
HumanEval,CodeLlama,HumanEval_51_remove_vowels,11
HumanEval,CodeLlama,HumanEval_59_largest_prime_factor,11
HumanEval,CodeLlama,HumanEval_63_fibfib,11
HumanEval,CodeLlama,HumanEval_68_pluck,11
HumanEval,CodeQwenQ2,HumanEval_103_rounded_avg,11
HumanEval,CodeQwenQ2,HumanEval_106_f,11
HumanEval,CodeQwenQ2,HumanEval_115_max_fill,11
HumanEval,CodeQwenQ2,HumanEval_135_can_arrange,11
HumanEval,CodeQwenQ2,HumanEval_35_max_element,11
HumanEval,CodeQwenQ2,HumanEval_3_below_zero,11
HumanEval,CodeQwenQ2,HumanEval_44_change_base,11
HumanEval,CodeQwenQ2,HumanEval_8_sum_product,11
HumanEval,CodeQwenQ8,HumanEval_114_minSubArraySum,11
HumanEval,CodeQwenQ8,HumanEval_115_max_fill,11
HumanEval,CodeQwenQ8,HumanEval_35_max_element,11
HumanEval,CodeQwenQ8,HumanEval_80_is_happy,11
HumanEval,CodeQwenQ8,HumanEval_84_solve,11
HumanEval,CodeQwenQ8,HumanEval_8_sum_product,11
HumanEval,CodeQwen,HumanEval_30_get_positive,11
HumanEval,CodeQwen,HumanEval_80_is_happy,11
HumanEval,DSCoderFP16,HumanEval_100_make_a_pile,11
HumanEval,DSCoderFP16,HumanEval_103_rounded_avg,11
HumanEval,DSCoderFP16,HumanEval_106_f,11
HumanEval,DSCoderFP16,HumanEval_10_make_palindrome,11
HumanEval,DSCoderFP16,HumanEval_122_add_elements,11
HumanEval,DSCoderFP16,HumanEval_123_get_odd_collatz,11
HumanEval,DSCoderFP16,HumanEval_124_valid_date,11
HumanEval,DSCoderFP16,HumanEval_139_special_factorial,11
HumanEval,DSCoderFP16,HumanEval_142_sum_squares,11
HumanEval,DSCoderFP16,HumanEval_51_remove_vowels,11
HumanEval,DSCoderFP16,HumanEval_59_largest_prime_factor,11
HumanEval,DSCoderFP16,HumanEval_80_is_happy,11
HumanEval,DSCoderQ2,HumanEval_104_unique_digits,11
HumanEval,DSCoderQ2,HumanEval_107_even_odd_palindrome,11
HumanEval,DSCoderQ2,HumanEval_115_max_fill,11
HumanEval,DSCoderQ2,HumanEval_130_tri,11
HumanEval,DSCoderQ2,HumanEval_137_compare_one,11
HumanEval,DSCoderQ2,HumanEval_63_fibfib,11
HumanEval,DSCoderQ2,HumanEval_64_vowels_count,11
HumanEval,DSCoderQ2,HumanEval_70_strange_sort_list,11
HumanEval,DSCoderQ8,HumanEval_100_make_a_pile,11
HumanEval,DSCoderQ8,HumanEval_106_f,11
HumanEval,DSCoderQ8,HumanEval_109_move_one_ball,11
HumanEval,DSCoderQ8,HumanEval_10_make_palindrome,11
HumanEval,DSCoderQ8,HumanEval_115_max_fill,11
HumanEval,DSCoderQ8,HumanEval_130_tri,11
HumanEval,DSCoderQ8,HumanEval_142_sum_squares,11
HumanEval,DSCoderQ8,HumanEval_143_words_in_sentence,11
HumanEval,DSCoderQ8,HumanEval_26_remove_duplicates,11
HumanEval,DSCoderQ8,HumanEval_70_strange_sort_list,11
HumanEval,DSCoderQ8,HumanEval_72_will_it_fly,11
HumanEval,DSCoderQ8,HumanEval_80_is_happy,11
HumanEval,DSCoderQ8,HumanEval_90_next_smallest,11
HumanEval,DSCoderQ8,HumanEval_94_skjkasdkd,11
HumanEval,DSCoderQ8,HumanEval_95_check_dict_case,11
HumanEval,DSCoderQ8,HumanEval_9_rolling_max,11
HumanEval,DSCoder,HumanEval_100_make_a_pile,11
HumanEval,DSCoder,HumanEval_102_choose_num,11
HumanEval,DSCoder,HumanEval_106_f,11
HumanEval,DSCoder,HumanEval_115_max_fill,11
HumanEval,DSCoder,HumanEval_130_tri,11
HumanEval,DSCoder,HumanEval_142_sum_squares,11
HumanEval,DSCoder,HumanEval_154_cycpattern_check,11
HumanEval,DSCoder,HumanEval_159_eat,11
HumanEval,DSCoder,HumanEval_26_remove_duplicates,11
HumanEval,DSCoder,HumanEval_5_intersperse,11
HumanEval,DSCoder,HumanEval_70_strange_sort_list,11
HumanEval,DSCoder,HumanEval_90_next_smallest,11
HumanEval,DSCoder,HumanEval_9_rolling_max,11
HumanEval,StarCoderFP16,HumanEval_0_has_close_elements,11
HumanEval,StarCoderFP16,HumanEval_103_rounded_avg,11
HumanEval,StarCoderFP16,HumanEval_106_f,11
HumanEval,StarCoderFP16,HumanEval_11_string_xor,11
HumanEval,StarCoderFP16,HumanEval_12_longest,11
HumanEval,StarCoderFP16,HumanEval_159_eat,11
HumanEval,StarCoderFP16,HumanEval_161_solve,11
HumanEval,StarCoderFP16,HumanEval_37_sort_even,11
HumanEval,StarCoderFP16,HumanEval_51_remove_vowels,11
HumanEval,StarCoderFP16,HumanEval_67_fruit_distribution,11
HumanEval,StarCoderFP16,HumanEval_89_encrypt,11
HumanEval,StarCoderFP16,HumanEval_92_any_int,11
HumanEval,StarCoderQ2,HumanEval_106_f,11
HumanEval,StarCoderQ2,HumanEval_12_longest,11
HumanEval,StarCoderQ2,HumanEval_16_count_distinct_characters,11
HumanEval,StarCoderQ2,HumanEval_26_remove_duplicates,11
HumanEval,StarCoderQ2,HumanEval_31_is_prime,11
HumanEval,StarCoderQ2,HumanEval_34_unique,11
HumanEval,StarCoderQ2,HumanEval_55_fib,11
HumanEval,StarCoderQ2,HumanEval_66_digitSum,11
HumanEval,StarCoderQ2,HumanEval_82_prime_length,11
HumanEval,StarCoderQ8,HumanEval_100_make_a_pile,11
HumanEval,StarCoderQ8,HumanEval_10_make_palindrome,11
HumanEval,StarCoderQ8,HumanEval_11_string_xor,11
HumanEval,StarCoderQ8,HumanEval_12_longest,11
HumanEval,StarCoderQ8,HumanEval_130_tri,11
HumanEval,StarCoderQ8,HumanEval_135_can_arrange,11
HumanEval,StarCoderQ8,HumanEval_150_x_or_y,11
HumanEval,StarCoderQ8,HumanEval_26_remove_duplicates,11
HumanEval,StarCoderQ8,HumanEval_31_is_prime,11
HumanEval,StarCoderQ8,HumanEval_51_remove_vowels,11
HumanEval,StarCoderQ8,HumanEval_59_largest_prime_factor,11
HumanEval,StarCoderQ8,HumanEval_68_pluck,11
HumanEval,StarCoderQ8,HumanEval_78_hex_key,11
HumanEval,StarCoder,HumanEval_100_make_a_pile,11
HumanEval,StarCoder,HumanEval_10_make_palindrome,11
HumanEval,StarCoder,HumanEval_11_string_xor,11
HumanEval,StarCoder,HumanEval_130_tri,11
HumanEval,StarCoder,HumanEval_26_remove_duplicates,11
HumanEval,StarCoder,HumanEval_31_is_prime,11
HumanEval,StarCoder,HumanEval_51_remove_vowels,11
HumanEval,StarCoder,HumanEval_68_pluck,11
HumanEval,StarCoder,HumanEval_78_hex_key,11
HumanEval,StarCoder,HumanEval_80_is_happy,11
HumanEval,CodeGemmaFP16,HumanEval_102_choose_num,10
HumanEval,CodeGemmaFP16,HumanEval_121_solution,10
HumanEval,CodeGemmaFP16,HumanEval_130_tri,10
HumanEval,CodeGemmaFP16,HumanEval_137_compare_one,10
HumanEval,CodeGemmaFP16,HumanEval_149_sorted_list_sum,10
HumanEval,CodeGemmaFP16,HumanEval_151_double_the_difference,10
HumanEval,CodeGemmaFP16,HumanEval_19_sort_numbers,10
HumanEval,CodeGemmaFP16,HumanEval_22_filter_integers,10
HumanEval,CodeGemmaFP16,HumanEval_29_filter_by_prefix,10
HumanEval,CodeGemmaFP16,HumanEval_30_get_positive,10
HumanEval,CodeGemmaFP16,HumanEval_35_max_element,10
HumanEval,CodeGemmaFP16,HumanEval_36_fizz_buzz,10
HumanEval,CodeGemmaFP16,HumanEval_44_change_base,10
HumanEval,CodeGemmaFP16,HumanEval_47_median,10
HumanEval,CodeGemmaFP16,HumanEval_58_common,10
HumanEval,CodeGemmaFP16,HumanEval_71_triangle_area,10
HumanEval,CodeGemmaFP16,HumanEval_79_decimal_to_binary,10
HumanEval,CodeGemmaFP16,HumanEval_7_filter_by_substring,10
HumanEval,CodeGemmaFP16,HumanEval_85_add,10
HumanEval,CodeGemmaFP16,HumanEval_8_sum_product,10
HumanEval,CodeGemmaFP16,HumanEval_98_count_upper,10
HumanEval,CodeGemmaQ8,HumanEval_0_has_close_elements,10
HumanEval,CodeGemmaQ8,HumanEval_10_make_palindrome,10
HumanEval,CodeGemmaQ8,HumanEval_122_add_elements,10
HumanEval,CodeGemmaQ8,HumanEval_126_is_sorted,10
HumanEval,CodeGemmaQ8,HumanEval_129_minPath,10
HumanEval,CodeGemmaQ8,HumanEval_157_right_angle_triangle,10
HumanEval,CodeGemmaQ8,HumanEval_21_rescale_to_unit,10
HumanEval,CodeGemmaQ8,HumanEval_24_largest_divisor,10
HumanEval,CodeGemmaQ8,HumanEval_3_below_zero,10
HumanEval,CodeGemmaQ8,HumanEval_43_pairs_sum_to_zero,10
HumanEval,CodeGemmaQ8,HumanEval_5_intersperse,10
HumanEval,CodeGemmaQ8,HumanEval_64_vowels_count,10
HumanEval,CodeGemmaQ8,HumanEval_66_digitSum,10
HumanEval,CodeGemmaQ8,HumanEval_67_fruit_distribution,10
HumanEval,CodeGemmaQ8,HumanEval_78_hex_key,10
HumanEval,CodeGemmaQ8,HumanEval_79_decimal_to_binary,10
HumanEval,CodeGemma,HumanEval_122_add_elements,10
HumanEval,CodeGemma,HumanEval_143_words_in_sentence,10
HumanEval,CodeGemma,HumanEval_21_rescale_to_unit,10
HumanEval,CodeGemma,HumanEval_24_largest_divisor,10
HumanEval,CodeGemma,HumanEval_3_below_zero,10
HumanEval,CodeGemma,HumanEval_5_intersperse,10
HumanEval,CodeGemma,HumanEval_66_digitSum,10
HumanEval,CodeGemma,HumanEval_67_fruit_distribution,10
HumanEval,CodeGemma,HumanEval_76_is_simple_power,10
HumanEval,CodeGemma,HumanEval_84_solve,10
HumanEval,CodeGemma,HumanEval_99_closest_integer,10
HumanEval,CodeLlamaQ2,HumanEval_0_has_close_elements,10
HumanEval,CodeLlamaQ2,HumanEval_104_unique_digits,10
HumanEval,CodeLlamaQ2,HumanEval_112_reverse_delete,10
HumanEval,CodeLlamaQ2,HumanEval_135_can_arrange,10
HumanEval,CodeLlamaQ2,HumanEval_149_sorted_list_sum,10
HumanEval,CodeLlamaQ2,HumanEval_163_generate_integers,10
HumanEval,CodeLlamaQ2,HumanEval_21_rescale_to_unit,10
HumanEval,CodeLlamaQ2,HumanEval_43_pairs_sum_to_zero,10
HumanEval,CodeLlamaQ2,HumanEval_44_change_base,10
HumanEval,CodeLlamaQ2,HumanEval_59_largest_prime_factor,10
HumanEval,CodeLlamaQ2,HumanEval_5_intersperse,10
HumanEval,CodeLlamaQ2,HumanEval_74_total_match,10
HumanEval,CodeLlamaQ2,HumanEval_78_hex_key,10
HumanEval,CodeLlamaQ8,HumanEval_0_has_close_elements,10
HumanEval,CodeLlamaQ8,HumanEval_104_unique_digits,10
HumanEval,CodeLlamaQ8,HumanEval_126_is_sorted,10
HumanEval,CodeLlamaQ8,HumanEval_21_rescale_to_unit,10
HumanEval,CodeLlamaQ8,HumanEval_3_below_zero,10
HumanEval,CodeLlamaQ8,HumanEval_43_pairs_sum_to_zero,10
HumanEval,CodeLlamaQ8,HumanEval_44_change_base,10
HumanEval,CodeLlamaQ8,HumanEval_57_monotonic,10
HumanEval,CodeLlamaQ8,HumanEval_5_intersperse,10
HumanEval,CodeLlamaQ8,HumanEval_66_digitSum,10
HumanEval,CodeLlamaQ8,HumanEval_78_hex_key,10
HumanEval,CodeLlamaQ8,HumanEval_82_prime_length,10
HumanEval,CodeLlama,HumanEval_0_has_close_elements,10
HumanEval,CodeLlama,HumanEval_102_choose_num,10
HumanEval,CodeLlama,HumanEval_104_unique_digits,10
HumanEval,CodeLlama,HumanEval_126_is_sorted,10
HumanEval,CodeLlama,HumanEval_149_sorted_list_sum,10
HumanEval,CodeLlama,HumanEval_24_largest_divisor,10
HumanEval,CodeLlama,HumanEval_37_sort_even,10
HumanEval,CodeLlama,HumanEval_3_below_zero,10
HumanEval,CodeLlama,HumanEval_43_pairs_sum_to_zero,10
HumanEval,CodeLlama,HumanEval_44_change_base,10
HumanEval,CodeLlama,HumanEval_5_intersperse,10
HumanEval,CodeLlama,HumanEval_66_digitSum,10
HumanEval,CodeLlama,HumanEval_82_prime_length,10
HumanEval,CodeQwenQ2,HumanEval_121_solution,10
HumanEval,CodeQwenQ2,HumanEval_22_filter_integers,10
HumanEval,CodeQwenQ2,HumanEval_29_filter_by_prefix,10
HumanEval,CodeQwenQ2,HumanEval_48_is_palindrome,10
HumanEval,CodeQwenQ2,HumanEval_52_below_threshold,10
HumanEval,CodeQwenQ2,HumanEval_63_fibfib,10
HumanEval,CodeQwenQ2,HumanEval_76_is_simple_power,10
HumanEval,CodeQwenQ8,HumanEval_102_choose_num,10
HumanEval,CodeQwenQ8,HumanEval_52_below_threshold,10
HumanEval,CodeQwenQ8,HumanEval_5_intersperse,10
HumanEval,CodeQwenQ8,HumanEval_67_fruit_distribution,10
HumanEval,CodeQwen,HumanEval_10_make_palindrome,10
HumanEval,CodeQwen,HumanEval_122_add_elements,10
HumanEval,CodeQwen,HumanEval_52_below_threshold,10
HumanEval,CodeQwen,HumanEval_5_intersperse,10
HumanEval,CodeQwen,HumanEval_67_fruit_distribution,10
HumanEval,CodeQwen,HumanEval_98_count_upper,10
HumanEval,DSCoderFP16,HumanEval_0_has_close_elements,10
HumanEval,DSCoderFP16,HumanEval_105_by_length,10
HumanEval,DSCoderFP16,HumanEval_143_words_in_sentence,10
HumanEval,DSCoderFP16,HumanEval_146_specialFilter,10
HumanEval,DSCoderFP16,HumanEval_163_generate_integers,10
HumanEval,DSCoderFP16,HumanEval_16_count_distinct_characters,10
HumanEval,DSCoderFP16,HumanEval_18_how_many_times,10
HumanEval,DSCoderFP16,HumanEval_3_below_zero,10
HumanEval,DSCoderFP16,HumanEval_43_pairs_sum_to_zero,10
HumanEval,DSCoderFP16,HumanEval_5_intersperse,10
HumanEval,DSCoderFP16,HumanEval_66_digitSum,10
HumanEval,DSCoderFP16,HumanEval_88_sort_array,10
HumanEval,DSCoderQ2,HumanEval_116_sort_array,10
HumanEval,DSCoderQ2,HumanEval_126_is_sorted,10
HumanEval,DSCoderQ2,HumanEval_134_check_if_last_char_is_a_letter,10
HumanEval,DSCoderQ2,HumanEval_142_sum_squares,10
HumanEval,DSCoderQ2,HumanEval_25_factorize,10
HumanEval,DSCoderQ2,HumanEval_43_pairs_sum_to_zero,10
HumanEval,DSCoderQ2,HumanEval_47_median,10
HumanEval,DSCoderQ2,HumanEval_58_common,10
HumanEval,DSCoderQ2,HumanEval_59_largest_prime_factor,10
HumanEval,DSCoderQ2,HumanEval_66_digitSum,10
HumanEval,DSCoderQ2,HumanEval_98_count_upper,10
HumanEval,DSCoderQ8,HumanEval_126_is_sorted,10
HumanEval,DSCoderQ8,HumanEval_135_can_arrange,10
HumanEval,DSCoderQ8,HumanEval_158_find_max,10
HumanEval,DSCoderQ8,HumanEval_163_generate_integers,10
HumanEval,DSCoderQ8,HumanEval_3_below_zero,10
HumanEval,DSCoderQ8,HumanEval_43_pairs_sum_to_zero,10
HumanEval,DSCoderQ8,HumanEval_46_fib4,10
HumanEval,DSCoderQ8,HumanEval_64_vowels_count,10
HumanEval,DSCoderQ8,HumanEval_66_digitSum,10
HumanEval,DSCoderQ8,HumanEval_73_smallest_change,10
HumanEval,DSCoderQ8,HumanEval_76_is_simple_power,10
HumanEval,DSCoder,HumanEval_10_make_palindrome,10
HumanEval,DSCoder,HumanEval_126_is_sorted,10
HumanEval,DSCoder,HumanEval_145_order_by_points,10
HumanEval,DSCoder,HumanEval_163_generate_integers,10
HumanEval,DSCoder,HumanEval_3_below_zero,10
HumanEval,DSCoder,HumanEval_43_pairs_sum_to_zero,10
HumanEval,DSCoder,HumanEval_46_fib4,10
HumanEval,DSCoder,HumanEval_63_fibfib,10
HumanEval,DSCoder,HumanEval_66_digitSum,10
HumanEval,DSCoder,HumanEval_73_smallest_change,10
HumanEval,DSCoder,HumanEval_74_total_match,10
HumanEval,DSCoder,HumanEval_76_is_simple_power,10
HumanEval,StarCoderFP16,HumanEval_126_is_sorted,10
HumanEval,StarCoderFP16,HumanEval_135_can_arrange,10
HumanEval,StarCoderFP16,HumanEval_16_count_distinct_characters,10
HumanEval,StarCoderFP16,HumanEval_46_fib4,10
HumanEval,StarCoderFP16,HumanEval_5_intersperse,10
HumanEval,StarCoderFP16,HumanEval_64_vowels_count,10
HumanEval,StarCoderFP16,HumanEval_66_digitSum,10
HumanEval,StarCoderFP16,HumanEval_76_is_simple_power,10
HumanEval,StarCoderFP16,HumanEval_78_hex_key,10
HumanEval,StarCoderFP16,HumanEval_82_prime_length,10
HumanEval,StarCoderQ2,HumanEval_126_is_sorted,10
HumanEval,StarCoderQ2,HumanEval_135_can_arrange,10
HumanEval,StarCoderQ2,HumanEval_144_simplify,10
HumanEval,StarCoderQ2,HumanEval_21_rescale_to_unit,10
HumanEval,StarCoderQ2,HumanEval_24_largest_divisor,10
HumanEval,StarCoderQ2,HumanEval_3_below_zero,10
HumanEval,StarCoderQ2,HumanEval_47_median,10
HumanEval,StarCoderQ2,HumanEval_51_remove_vowels,10
HumanEval,StarCoderQ2,HumanEval_57_monotonic,10
HumanEval,StarCoderQ2,HumanEval_64_vowels_count,10
HumanEval,StarCoderQ2,HumanEval_83_starts_one_ends,10
HumanEval,StarCoderQ2,HumanEval_98_count_upper,10
HumanEval,StarCoderQ8,HumanEval_126_is_sorted,10
HumanEval,StarCoderQ8,HumanEval_138_is_equal_to_sum_even,10
HumanEval,StarCoderQ8,HumanEval_13_greatest_common_divisor,10
HumanEval,StarCoderQ8,HumanEval_149_sorted_list_sum,10
HumanEval,StarCoderQ8,HumanEval_21_rescale_to_unit,10
HumanEval,StarCoderQ8,HumanEval_24_largest_divisor,10
HumanEval,StarCoderQ8,HumanEval_3_below_zero,10
HumanEval,StarCoderQ8,HumanEval_43_pairs_sum_to_zero,10
HumanEval,StarCoderQ8,HumanEval_5_intersperse,10
HumanEval,StarCoderQ8,HumanEval_64_vowels_count,10
HumanEval,StarCoderQ8,HumanEval_66_digitSum,10
HumanEval,StarCoder,HumanEval_107_even_odd_palindrome,10
HumanEval,StarCoder,HumanEval_126_is_sorted,10
HumanEval,StarCoder,HumanEval_13_greatest_common_divisor,10
HumanEval,StarCoder,HumanEval_149_sorted_list_sum,10
HumanEval,StarCoder,HumanEval_21_rescale_to_unit,10
HumanEval,StarCoder,HumanEval_24_largest_divisor,10
HumanEval,StarCoder,HumanEval_3_below_zero,10
HumanEval,StarCoder,HumanEval_43_pairs_sum_to_zero,10
HumanEval,StarCoder,HumanEval_5_intersperse,10
HumanEval,StarCoder,HumanEval_64_vowels_count,10
HumanEval,StarCoder,HumanEval_66_digitSum,10
HumanEval,CodeGemmaFP16,HumanEval_140_fix_spaces,9
HumanEval,CodeGemmaFP16,HumanEval_141_file_name_check,9
HumanEval,CodeGemmaFP16,HumanEval_144_simplify,9
HumanEval,CodeGemmaFP16,HumanEval_14_all_prefixes,9
HumanEval,CodeGemmaFP16,HumanEval_160_do_algebra,9
HumanEval,CodeGemmaFP16,HumanEval_162_string_to_md5,9
HumanEval,CodeGemmaFP16,HumanEval_23_strlen,9
HumanEval,CodeGemmaFP16,HumanEval_52_below_threshold,9
HumanEval,CodeGemmaFP16,HumanEval_84_solve,9
HumanEval,CodeGemmaQ2,HumanEval_97_multiply,9
HumanEval,CodeGemmaQ2,HumanEval_9_rolling_max,9
HumanEval,CodeGemmaQ8,HumanEval_121_solution,9
HumanEval,CodeGemmaQ8,HumanEval_128_prod_signs,9
HumanEval,CodeGemmaQ8,HumanEval_12_longest,9
HumanEval,CodeGemmaQ8,HumanEval_135_can_arrange,9
HumanEval,CodeGemmaQ8,HumanEval_145_order_by_points,9
HumanEval,CodeGemmaQ8,HumanEval_146_specialFilter,9
HumanEval,CodeGemmaQ8,HumanEval_151_double_the_difference,9
HumanEval,CodeGemmaQ8,HumanEval_163_generate_integers,9
HumanEval,CodeGemmaQ8,HumanEval_22_filter_integers,9
HumanEval,CodeGemmaQ8,HumanEval_26_remove_duplicates,9
